sentiment,review
-1,This stuff is just a powdery waste of money I wont buy it again ever Youd do better with packets of swiss miss
-1,While the flavour of this gum is nice I agree with other reviewers who say the flavour doesnt last very long Not only that but the pieces are quite small so you have to chew 2 or 3 of them to really get any flavour Disappointing
-1,I dont like this tea compared to other Yogi teas  The taste is a missmash of flavors kind of likedrinking something that was made of a bunch of leftover teas  Wont buy it again  I like theirChai Black much better although it does have caffeine whereas this one only has 5 mg per teabag I think
1,The tea is delicious but I havent experience the 34runs34 as mentioned by other reviewers  even when I let it steep for a long period I have over a period of a week found myself to be more regular Overall I like the product and will continue to use it to promote regularity Maybe being more regular will get that scale moving downward again
-1,Perhaps the best coffee is in the US if this is any example  Not really fond of chickory but felt it was worth the try  Doesnt taste like coffee to me  but maybe should be called something else  something weak and not flavorful
1,A bit pricey but a little goes a long way  And the colors provided can be combined to make any color your little heart desires  Cool if youre into cake decorating
-1,Honestly havent tried them yetbut my aunt pointed out that their ingredients looks quite dangerous and resemble those in other foods high in GMOsIngredientsWater Wheat Gluten Red Beans Tomato Paste Tomatoes Salt Soybean Oil Contains 2 or less of Salt Modified Corn Starch Onion Dried Hydrolyzed Soy Protein Corn Protein and Wheat Gluten Sugar Monosodium Glutamate Caramel Color Autolyzed Yeast Extract Garlic Powder Corn Syrup Dextrose Spices Natural Flavors From Nonmeat Sources Vitamins and Minerals Niacinamide Iron Ferrous Sulfate Vitamin B1 Thiamin Mononitrate Vitamin B6 Pyridoxine Hydrochloride Vitamin B2 Riboflavin Vitamin B12 Cyanocobalamin Paprika Extract Corn Oil
-1,Kraft Foods owner of Bakers Chocolate just DOUBLED the price of this product There is no justification for this dramatic price increase other than pure greed This item as listed costs 4 per box That is about 70 more than it sold for in the grovery store just a few months ago before the price increase The price increase by the way came in the way of reducing the chocolate blocks to half of their original size I recommend that you boycott and not purchase Bakers Chocolate in protestEdit If the actual cost were 47 cents per ounce that would be a good deal But with the 495 shipping fee the cost per ounce becomes 62 cents per ounce 1995 divided by 32 ounces which is not a good deal at all The price at the store typically runs about 59 centsoz
-1,This stuff works to get rid of bloating but the taste is horrible It is very bitter so I would use stevia or honey to help with the taste
-1,These are definitely not flakes but more like granulated yeast Make sure you read the product description before buying this product Carpe diem
-1,I have been consistently disappointed in the various Lavazza blends that I have tried  My last hoteltravel interface with poor quality ground Lavazza pods has resulted in a new addition to my cosmetic bag a little Ziplock full of Senseo brand pods which are decent if not superlative fairly common in stores and will accomodate many coffee coffee makers  I thought the last Lavazza incident was just a bad batch but its statistically unlikely that it should keep happening every time  If you have had better luck with specific blends bless you but I think its not my crappy Karma but their crummy coffee  Just my two cents your mileage may vary  I use coffee to pry open the eyelids and I need to hit the ground running so the first cup has to be acceptable  Life is to short to drink dishwatery coffeeSenseo Douwe Egberts Coffee Pods Variety Pack 16Count Packages Pack of 4
-1,The Senseo pods are no longer a cost effective way of getting a quality cup of coffee Looking through my order history Back in the day a couple of years back this six pack of 18 pods used to hover around eighteen bucks now it is double that So I got curious and I cut a pod and compared it against the content of a K Cup  the Senseo pod contains about half the coffee of a regular KCup This means one has to use two Senseo pods to match the strength of a KCup for the same size brew This translates to Senseo being more expensive than an average K Cup bought in quantity here at AmazonMaybe I got used to the coffee but the Senseo pods no longer produce the bold aroma and taste that got me hooked a few years back I defected to Keurig where I found a much richer variety and I dont regret it for a second On the contrary I stopped having this nagging feeling of being ripped off by the constantly increasing price of these pods
1,As a previous reviewer said I found I needed to cook it at least two minutes more than recommended  Otherwise it is not very tender and is gummy  I am really not a fan of powdered cheese but the kids really like Annies so I guess well stick with it until its not offered on Subscribe and Save anymore
-1,Not what I thought it would be  Not to my liking taste bland hard to cook as you dont know how much water to use I thought it was p remade  all you had to do is warm it up
-1,This is definitely a kidfriendly supereasy open and heat product Easy to serve and usually welcomed with excitement by the under7 set based on looks alone BUT if you think these are a superhealthy option just because they are organic youre definitely kidding yourself Organic or not this is still stuffed with sodium and preservatives albeit of the more natural varietyit is after all canned precooked food Better than a trip through the McDonalds drive thru Id say yeah probably especially with a vegetable side Healthier than just about any other nonprepackaged pasta option organic or otherwise Umm not likelyAs for taste the reviewer who called these pasta in tomato soup just about nailed the flavor profile though the mushy pasta wasnt pointed out perhaps implied Honestly in the one time we tried these when my fouryearold was left with a babysitter that I dont really want to ask to cook anything he was excited at first but then barely ate anyIn general I think Annies tends to make tasty convenient products that are a healthier note I didnt say healthy choice than similar products but this one seems like a miss If you must have processed convenience food on handand cmon I do my best but were all human and busyI think there are plenty of tastier and more nutritious options out there including other Annies Organics products
1,Do you like snacks with heat That are also pretty healthy for you If so try thisPlanters peanuts are a staple in our family This is a Planters product that ups the ante The ingredient list is somewhat vague but chili pepper is on that list And boy does one get a sense of that when eating this product Many products claim to be spicey biut are bland as all get out This aint bland The heat is real and that makes this peanut product a lot of funSo if you want a fairly healthy diet with a kick try this   
-1,I was optimistic about the flavor based on the yummy soy sauce and sesame aroma coming from the finished product But the taste oh man the taste It tasted like pure vinegar The sauce was SO SOUR The acidity overpowered any soy or sesame flavor by a long shot The only thing I can think is that in order to compensate for the dish being lower sodium than most noodle bowl type things they tried to ramp up the flavor with acidic ingredients A touch of acidity does help bring out the flavor when you reduce the salt but this was WAY too much
-1,I love yogi tea pretty much every flavor I have tried  This tea tastes good but I have had no detox effects with this one  Ive used the berry detox and that one really works well so Im not sure why this tea is not the same  If you dont care about the detox part the flavor is very pleasant and mild
1,I give the product 5 stars  These peanuts have always been my favorite  The price with subscribe and save is terrific especially when there is a coupon available  My peanuts came fresh and well packages  My biggest issue with these is they are so good that I can not eat just 1 serving or 2 for that matter  So 1 star for my willpower and 5 stars for the peanuts
1,Celestial seasoning has the best Chai in my opinon  A bit cheaper at Wallmart now but you cant always get it as they are lousy restocking  or something  The decaf is good also though not quite as strong I think almost
-1,ALTHOUGH I RECEIVED MY SHIPMENT IN A TIMELY MANNER I WAS VERY DISAPPOINTED WITH THE PRODUCT  IT TASTES LIKE INSTANT NONFAT DRY MILK AND NOTHING LIKE SOUR CREAM  IT MAY BE OK TO USE IN COOKING BUT NOT ON BAKED POTATOES  ALSO IT DOES NOT COME WITH DIRECTIONS  IF I COULD I WOULD GIVE IT MINUS 5 STARS THATS HOW DISAPPOINTED I AM  THE COMPANY MAY BE GOOD AND THEIR OTHER PRODUCTS MAY BE GOOD BUT NOT THE SOUR CREAM POWDER
1,TASTE Okay Tasted more flavorful brands but acceptableAPPLICATION Its true that this is finely ground However being careful and keeping the container close to the platepan  you can apply it in your desired amount without any mess
-1,The packets I received show some form of stevia as the primary ingredient but the box shows xylitol first I would much prefer having more stevia as xylitol upsets my stomach after a while The taste of these is okay but I feel cheated by the change in formulation the conflicting labels and the companys lack of response when I called them last week for clarification
1,Im not a cereal eater but my husband is and he ate this up like it was going out of style  He enjoyed it immensely  the bags are large and generously filled for long lasting  The taste and flavor are wonderful and I will be ordering it again
1,My mom takes fenugreek seed daily to control her blood sugar level It works well and she has been able to reduce her dosage of GlucophageThe use of fenugreek for treating diabetes has been scientifically validated you can read abstracts by doing a keyword search on  My mom gets it from the Indian grocer where it is much cheaper though loose and not encapsulated
1,We usually eat a mixture of cereals in the morning  a little bit of a sweet cereal like Cinnamon Chex or Panda Puffs a few nuts andor raisins and then fill the rest of the bowl with Mesa Sunrise  Very tasty and good for you  Ordering it by the case at amazoncom is much cheaper and easier than bringing it all home from the store each week  Its like having the mailman do my shopping for me  Highly recommend
1,As expected these are delicious and hard to stop eating  I have them on my subscription list so get a 15 discout besides  They are a nice treat or a quick hostess gift if needed  This is a great way to get them and they are just what the can shows but there are options for other nuts also
-1,Sorry Knorr I usually am a HUGE fan of your productsNot so hereThere is something that just tastes very fake in these noodles  and it truly tastes like there is something missing tooVERY strange flavor Absolutely WILL NOT be purchasing this products again NO WAY Some of the other items in this line are fantastic but this one is a zip in our books
1,Only salt I can have on my weight loss plan  And yes it is the only REAL Salt all other salts have been processed or iodized and are not considered natural salt  Better for you and tastes the same
-1,I agree with the review about the strange taste  I LOVE LOVE Black Jewell NATURAL flavor popcorn so I decided to try the Butter one It popped up fine but it just has a weird taste  Even my popcorn loving 12yr old said something was wrong with the flavor  I ordered 6 boxesdont know what I am going to do with the 5 boxes leftmaybe donate  I will continue to buy the Natural by the case and butter it myself
-1,We are allergic to corn starch and though the Annie Chun peanut noodle bowl has none as do the Udon and Miso soups this DOES have corn starch  If you are allergic or sensitive to corn do not order this product  The corn is not listed but believe me it is there and once you get your package you will see it on the label
1,Get your Popcorn when a Movie is on or a music concert is on your tvive been down with Orville redenbachers popcorn for the longest time i do like mine with extra butter but this is cool and it pops  really well real tasty
-1,I generally enjoy strong flavors but this spice mix ruined a seafood lasagna I made a few months ago Perhaps it would be OK on chicken but the lemon was overpowering and very unpleasant in the lasagna For the first time in my 50 years of living I have thrown out a jar of spice as I cannot use it the lemon is yucky and seems very artificial Real lemon would not be anywhere near as intense There are many much better spice mixes available including other Mrs Dash products but they are greatly overpriced
1,I just love this stuffbest coffee ever  Smooth strong rich and stands up to being made into iced coffee andor with creamers  Very robust with a deep flavor
1,Bought this because we have to watch the sodium  This tastes EXACTLY like soy sauce but with a fraction of the sodium and its better for you  We actually use instead of salt on about anything  I had this in a bottle with a 34drip34 top the spray top is REALLY awesome cause it mists all over  Would I recommend this  TOTALLY
1,Just do a search for the latest exhaustive studies done of all the top imports and a few great california brands  including BarianiMost all of the imports were oxidized and adulterated  a few of the california most expenside were a bit off too But this and California Olive ranch were tops
1,My family has always used Old Bay Seasoning for steaming crabs and shrimp and I also add a small amount to other fish dishes  A few years ago however I discovered what would be my favorite use for itpotato saladI have never liked deli potato salad and am pretty picky about homemade  My sisterinlaw made some for a party and it was the best I had ever eaten  I asked her what her secret was and she ran down the usual list of potato salad ingredients  Then she told me she added Old Bay Seasoning  Bingo  That was itI went straight home and made my homemade potato salad grabbed my can of Old Bay and sprinkled away  I cant say exactly how much I use because I never measure ingredients when Im making my own recipes  Just add some stir it up and tasteadd some stir it up and taste till you like it  The seasoning does not overpower the salad flavor at all just enhances it  Dont be concerned that there is going to be a crab or shrimp taste to your salad it isnt the Old Bay that makes crabs and shrimp taste like seafood  Old Bay just makes seafood taste better and now potato salad too  Try it on your homemade potato salad I think youll love it
-1,This tastes more like vegetable base than lobster base It will work in a pinch and it doesnt taste bad but even fish sauce tastes better than this if you were looking for something closer to a lobster flavor plus it is far less expensive if you went to an Asian store It is way too pricey than it should be and is why 2 stars With its shell I think the crustacean escaped the bouillon pot
-1,I know what Ginger tastes like and this is NOT Ginger The only things I found pleasant about this tea is that it came in a beautiful box and the individual packs were nicely packaged I dont care whether this is organic or not the flavor of Ginger is absolutely absent If you appreciate the aroma and strong flavor of good cup of Ginger tea then try Prince of Peace Honey Ginger Crystals The aroma lights up the room the flavor is strong and authentic and since they are crystals there are no tea bags to deal with and the result is a good clean cup of genuine Ginger tea
1,I personally prefer Neutrogena foot cream for desert dry feet but this is a rare find for the amount of Aloe and is what granny prefers no one that I can find still sells a 100 cream for serious desert dry AND aged skin Most creams are watered down today for casual use but that stuff does nothing for where its often below 4 humidity And I was able to buy it here for much less Recommended
-1,straight off these teabags smelled 34different34 than the stash and twinings we were used to in our house  I made this for both my mother and daughter both lifelong tea drinkers and neither of them liked it  my daughter thought it was so bad she poured it out after one small sip while my mother managed to get down less than half a cup  this is not the red robust tea I was expecting but instead was a muddy brown so its back to stash for us
1,I am a big fan of Yogi tea They make great stuff Always very high quality ingredients very tasty blends This is one of the 5star varieties Although it lists itself as chamomile and lavender the flavor is predominantly a nice licorice which combined with the other ingredients is more like anise It is also a moderately sweet tea Id call this a rich and fullbodied herbal tea And although Im not a big traditional remedy person there do seem to be some real benefits to this and Relaxed Mind However it might be as much due to the enjoyment of a nice hot flavorful cup of tea as it is due to the herbs in the teaEither way the tea is full of flavor and relaxing Enjoy
-1,I bought this coffee expecting a dark roast to use in my espresso machine  I know its an italian roast but its much more medium to light than other italian roasts Ive had  The color of the beans is similar to the top of the bag a medium brown not oily at all in fact they look completely dry  Whether this is normal or not for this roast I dont knowAll the other italian and darkfullbodied roasts Ive had have been much darker bordering on blackish and have at least some oil on the bean surfaceThis coffee brews extremely light as an espresso  Id say its nutty and a bit sweet as well Lacks depth  complexity  It is smooth but so is water  There are no of those darkerroast flavors smoky chocolate toast etc or heartinessIf youre a fan of espresso french roast sumatra and other bolddarkroasts this coffee is not for you  I wish I could return this
-1,Buyer Beware Please  This sweetner is not for everybody Maltitol is an alcohol sugar and can be undigestible in the body You will know a short time after consuming it if you are one of the unsuspecting many who cannot digest it by the extreme intestinal bloating and cramping and massive amounts of gas a person can experience Nausea diarrhea  headaches can also be experienced I learned my lesson the hard way years ago when I fell in love with the sugarfree chocolates suzanne sommers used to sell I thought Id found sugarfree chocolate nirvana at first taste but the bliss was short lived when the terrible side effects of maltitol kicked in  The discomfort was unlike anything I had ever felt before I blew up like a balloon and had very painful abdominal cramping As the symptoms passed this too was very unpleasant Though hard for me to believe a low calorie sweetner could be the culprit all symptoms were gone when I stopped eating the chocolate My hunch it had something to do with the maltitol were unfortunately confirmed for me about a year later when I purchased some delicious sugarfree popcorn at my local market The taste was amazing and while I was looking at the label wondering what could possibly make this yummy new sugarfree treat taste so good my heart sank when I followed the little asterisk next to sugarfree sweetner down to the very bottom of the label and read maltitol in tiny little letters Thank goodness Id eaten only a little  I still ended up with all the same sideeffects but for a much shorter duration Some people can use maltitol to their hearts content but others like me can have a bad reaction to it In case youre like me  its not you  its the maltitol
-1,Admittedly I like pure vanilla flavor and I was expecting this to have quite a bit of vanilla  after all its not called rooibos vanilla  the vanilla came first in the name therefore I want vanilla to be the high note  Well it isnt its more of an afterthought and quite honestly it went in the trash  I usually like Celestial Seasonings but this one definitely didnt do it for me
-1,I was very excited to try these but it is either this is not a very quality product or I just dont get itthe mushroom had no taste I made myself one serving of a creambased sauce for farina spaghetti and shredded this mushroom in itit offered zero taste
1,As Ive gotten into new recipes over the last year I find myself using sour cream a lot more often than I used to While I can get locally made sour cream fairly easily the weather doesnt always allow it This powder is a great way to have sour cream on hand especially if you dont buy it that often
1,I have two Maltese dogs and was at my wits end when I found this product  The people behind me had brought in two puppies covered with ticks and promptly shared them with the entire neighborhood  Nocturnal visits by cats plus several squirrels running around in my yard brought in fleas and I could NOT get rid of them  Maltese dogs have really long thick hair and my poor little dogs were just miserable  I had to have all their hair cut off which I usually do in the summer in the early spring while it was still very cold at night and in the morning  And I STILL couldnt get rid of the fleas and ticks  My male dog is allergic to Advantix and Frontline didnt even slow the ticks down  So I was looking for some other kind of help when I found this product  I had heard some people say it worked and others said it didnt but I decided it was worth a try and Im really glad I tried it  It doesnt get rid of every flea or tick on my dogs but where I was finding a bunch of fleas and picking ticks off my dogs by the dozens every day I am now finding an occasional flea and maybe one or two ticks on my dogs every day  My little girl dog is a big eater and she loves to eat her pill  My finickyeater boy has to have his crushed and dropped into his mouth  Once its there he likes it pretty well and will go ahead and swallow it  Bottom line  it worked pretty well for my dogs and there is no garlic smell that I can detect  I think it was well worth the money
-1,This product contains GMOs Known to cause Cancer and Organ Failure Im sorry but I will not be feeding my family your cereal anymore until you use safer ingredients Shame on you
1,In reading the reviews I am surprised that the appearance of this dish is repeatedly mentioned I didnt notice what some other reviewers view as a disgusting appearance Perhaps it is because my first experience with this product was a few years ago in a food sampling Small cup not a big plateful and I focused on the intense flavors and the fact that the base is spinach  something I love and dont consume enoughEveryone is entitled to their opinion but I adore this dish The smell is distinctive  decidedly earthy which I relish The paneer cheese is very light and soft with a texture like silken tofu but the flavor is of a mild cheese The cheese serves as a perfect counterpoint to the spicy spinach Going against tradition I sometimes add a small amount of cooked brown rice but I prefer the dish undiluted And I found the cheese chunks plentifulThe ingredients  spinach water tomatoes paneer cheese onions sunflower oil salt garlic cornstarch chilies cumin are startling in their simplicity Where is the long list of chemicals Grabbing a convenience meal often means sacrificing both flavor and health  this gluten free Kosher dish sacrifices nothing I will buy this dish as long as Tasty Bite continues to produce it
-1,As a consumer it is my right to know what ingredients are in the products I buy I find it very DECEPTIVE that Campbells products do NOT LIST upfront WHAT THE INGREDIENTS ARE IN EACH OF THEIR PRODUCTS So you have to go online elsewhere and lo and behold SUGAR IS IN THE FIRST INGREDIENTS Consumers beware that sugar is the NUMBER ONE ADDITIVE used by Campbells and it is the NUMBER ONE ADDICTIVE substance that people suffer from  Read labels Campbells ought to know better to be upfront and stop loading up the consumers with sugar instead of REAL TOMATO pure vegetable ingredients And in case anyone wants to be informed there are many DECEPTIVE LABELS MANUFACTURERS USE TO call sugar AND THEY ARE ALL THE SAME CHEMICALLY SUCH AS DEXTROSE MALTODEXTRIN SUCROSE SUCRALOSE CORN SYRUP ORGANIC sugar I love this one so it is made without fertilizers NOTHING IS HEALTHY ABOUT SUGAR
1,This is a much better Coffee than the French Market brand sole in our local grocery stores as chicory Coffee  It tastes like a higher quality Coffee and its just so much better once you try this brand of Louisiana coffee youll never touch French Market again This is a mellow smooth yet strong Coffee with a pleasant after taste that you will enjoy how it lingers after youre finished with your last cup for the morning French Market its only competitor is bitter too strong the last cup in the pot is almost undrinkable and you need to wash your mouth out with something with something that will get the bitterness out of your mouth its so bad Ive on occasion used peppermint tea after one or two cups of French MarketNot with Cafeacute Du Monde I can sit and drink an entire pot of this delicious Coffee and I love the lingering aftertaste Weather with a typical breakfast Donuts Cereal or just plain toast this Coffee compliments the flavor of everything you eat Just having it alone is like a treatIf you have been drinking French Market please try this brand and find out what you have been missing
1,We eat so many of these McCormick Salad Toppins that it is much easier more convenient and less expensive for us to purchase them online  They are excellent to snack on top salads with and put on baked or mashed potatoes  YUM
1,hard candy with a smooth creamy milk taste i love having these on hand for when you want something sweet
-1,Hydrolized proteins are MSG If you have MSG sensitivities or related migraines dont buy this This product claims to be free of MSG but it really just hides it under a different name
1,I liked these crackers but they tasted a bit too toasty for me Good sweetness with a hint of salty Dont know if Id buy them again just ok for me
1,Ive loved Slim Jims since I was a kid in the 70s and these are just the way I remember them  a little greasy chewy a little spicy  This box of 100 contains the small sized sticks  about 4 inches long individually wrapped and stored in a dispenser box  They dont have to be refrigerated which makes them easy to tuck into a purse or lunch boxThese arent the spicy flavor  I think you have to order the jalapeno or tabasco flavor to get those  But these are slightly spicy chewy and delicious  Nobody eats Slim Jims because theyre health food  they contain preservatives and low grade meats  But for a quick snack or if you just want something spicy these are the same yummy snacks youll remember from your childhood  They are also high protein and zero carbs which is good for those who are dietingIve ordered this box three times and have been happy with it every time  Free shipping with Amazons Supersaver Shipping makes it a good deal  And if you sign up for automatic delivery no obligation to keep getting it past the first shipment you will save an additional 15 making each stick about 20 cents apiece
-1,Tastes like spicy cardboard Really overrated product I will not buy this again period I dont recommend it
1,EASY TO MAKE AND THE TASTE IS JUST GREAT LOVE IT
1,I like all three flavors The mocha seems the sweetest I enjoy them for the healthy ingredients fiber and protein content I keep coming back to these and give them as gifts
-1,liked the individual wrappingthe taste too much preservative or chemical taste will not repurchase you will have to try for yourself to see if you dont mind the extra taste
1,I think its the best mix on the market and Amazon keeps you in a good supply with fast delivery on the Subscribe and Save Plan  Im trying to lose weight and a half cup is only 120 delicious calories  Great filling snack I think  Ive tried other snack mixes and find this to be the best  I know the have several different flavors but I find the traditional the best
1,Love my Keurig machine and I havent found a coffee I dont like  Actually I do not like flavored coffees but the regular ones are great I also use them over ice
1,My Mom is a big cashew fan and she really enjoyed these  You can always count on Planters
1,I finally conceded that my children prefer Kraft amac and cheese to any kind of home made I usually pick the whole grain variety but this is just as good and with a different added nutritional hit
1,I had purchased a few bottles of different Tabasco brand sauces at the supermarket and when I got home I noticed they were all expired or near expiration  This is a large supermarket in a busy area  So I decided to see what Amazon had to offer and I was delighted to see that I could actually order from McIlhenny directly  Click on the New link next to the number of other sellers  You will find a seller called Tabasco Brand Products  I ordered a total of 5 different sauces  When they arrived the oldest one was bottled a month prior  They do taste better when theyre this fresh
1,Essn is an excellent indulgence Not for drinking like a soda or every day Its more like a wonderful rewardThese are on the sweet side but also good solid lemon flavor They are not as sharp as San Pelligrinos Limonata But they nowhere near as sweet as Sierra Mist or Mountain DewI really love this product
-1,I too like other reviewers was surprised at the quality and texture of these cookies for a Pamelas Product I am an avid consumer of Pamelas gluten free products but this one I will be feeding to the birds First of all they are extremely rubbery When other reviewers comment that they are chewy they are chewy times 10 And they have a strange taste Its like a pseudopeanut butter flavor Probably because they are also dairy free I would not pay the 360 per box for a measly 12 cookies again
-1,The pecans all tasted sour  Yuck  These sour gross pecans ruined a HUGE batch of waffles I was making for a breakfast party  So embarrassing  Ill stick to the oldfashioned way  going home to my parents and picking up the pecans that fall off their tree
-1,I used to love it because it tasted great and it was reasonably priced Now the price is astronomical and the taste is not as chokolaty and too sweetI do not understand why it is so expensive now and why it is so sugary
1,One of the many flavorful coffees from Green Mountain  Highly recommend it to flavored coffee lovers using a Keurig
1,Since my diagnosis of celiac disease my family and I have tried several gluten free cake mixes all of them ranging from yuck and at least its cake to mildly disappointing  Pamelas cake is the best no question  Not only is it free of dairy and soy along with wheat I cannot digest legumes and many gluten free products seem to rely on bean flour but it makes TWO layers of cake  Compare that to Betty Crocker who bless her heart tried to introduce a gluten free cake mix only to have it make one measly layerWith one bag of Pamelas cake mix you can make a two layer birthday cake for your favorite person with celiac  This cake is so moist and yes the texture does change a bit over sitting but we like our cakes denser not so fluffy they flop around on our forks  Usually Im more a fan of the frosting than the cake but this is a cake you could serve without frostingAlso its easy to make My husband and kids made this without any practice and they are not experienced gluten free bakers Its easy as pie Or cake  Well be trying the vanilla variety very soonThanks Pamela
-1,If you like bland and pointless you will love this product It is not that it is bad but I do not know what I could have been thinking when I ordered it You can I guess spice this up to give it more flavor or add vegetables and meat to make a different product But frankly why bother You can make your own dish better with fresh rice spices beans and meat and vegetables if you want them
1,This is really good  I have stopped buying any processed foods and only buy organic or stuff that does not have any GMOs or bad additives This fills the bill  Sometimes I just like to have something that I can just make real quick and this is really quick to make  I can find the same thing at local store but it is more money and I have to go get itthis comes to me  I would recommend this to anyone
1,This is my favorite almond flour  tried another brand just to compare  will def stick with this one  Highly recommend
1,Years ago I tried stevia and didnt like it I thought it was bitter not sweet Now because of my daughters coaxing I have tried it again I have been educated to not use too much stevia because it will become bitter Used sparingly these drops will add a certain level of sweetness but not quite to the level Id usually want So these drops can be helpful but you may want to use them in addition to sugar or honey
-1,Typical of the US food industry they have to pack the product full of salt  By the time you you get the saltiness diluted out all the flavor is diluted out
1,It is a flavorful snack that provides enough flavor but isnt too salty nor that boring of a snack Its a pretty good alternative to potato chips or any other snack product
1,Now I feel like I am linked to the military for sure with these wonderful eggs  I use them to cook with I make omlets with them and usually I just scramble them  They are really special to me because when my son came home at Christmas 2012  for the first time in 14 years and I didnt even know if he was still alive I made him cheese egg omelets with these very eggs every morning  He LOVED them too  Thank you
1,Unbelievably good  we dont even miss the salt  Great cheesy flavor much like the national brand but so much less sodium
-1,Ive tried several of these Annie Chun noodle dishes and soups with noodles I dont find any of them very good as compared with real Asian food Some arent too bad when doctored with some soy sauce hot sauce or other sauce And some arent too bad for ease of preparationThis one isnt easily doctored nor is it that fastsimple to make Therefore I dont see any reason to keep in the pantry If I dont feel like spending 2030 minutes to make my own Asian food from scratch Ill stick with bettereasier readymade products to keep on hand
1,Someone sitting next to me at a tacqueria doused their taco with this stuff just like regular piquante took a bite and then paid the price for the next twenty minutes  Learning from his misfortune I took a few tinefulls on the tip of a fork on my taco    not even a full drop as recommended  Just the perfect amount  Two hours later I still feel a nice lingering heatAs for flavor I think serranos have a better flavor but this wasnt bad  I definitely would put a very very small on any food where I wanted that perfect amount of burnYou also may notice that only people from Texas and California have written reviews  This sauce really is for people who grew up eating Mexican and Southwestern food  I dont know if a New Yorker or someone from the Mid West would enjoy this stuff
1,The tea is pretty delicious and not bitter but I could not detect notes of Jasmine However this is still a great tea for bedtime as it is decaf I love the tea and would probably buy it  The price is still great especially with subscribe and save three stars
-1,This product claims it is Simply Salted though a read of ingredients I soon discover it has soybean oil
1,After being diagnosed with celiac disease I was desperate to find GF pasta As previous reviewers have stated with some extra shredded cheese added this tastes just like Kraft Mac and CheeseDowngraded a star because I have found better creamier mac an cheese from another manufacturer
-1,I wanted to avoid using food coloring due to it containing the ingredient red 40 So I used this powder for my red velvet cake The color of the red velvet cake was light brown this powder does not work for red velvet cakes
1,When I ordered these I was worried that they may not be fresh but I was surprised They were really fresh the smell is great too I can actually still smell it even though I sealed them back up The seller is JR Mushrooms  Specialties shipped from Amazon Warehouse with 2day prime shipping The beans didnt seem hot upon arrival either most likely because of the storms weve been getting in the area keeping it coolerI must also say my hands are smooth from handling all the beans from the oilsI used some of these to make vanilla extract I was able to make six cups before I ran out of vodka I was sad I didnt buy more vodka I will be buying a gallon of vodka soon so I can make more
-1,I tried so many different ways to pop this like I had seen on 34Bazar foods34 and I am not having a lot of luck I have found a tablespoon of coconut oil in a microwave popper to be the best so far but I still have a poor popping ratio of only about 50 I love the sweet nutty flavor and crunchy texture but with such a large  of unpopped berries it is not really cost effective I may give it a try again this summer as I purchased some seed to plant and will harvest my own
-1,I tried really hard to like the product it comes in a case of 12 after all but I just could not take the taste It looks like regular chili has some fat like regular chili has a texture like regular chili and it almost tastes good if you can get past the saltThis is the second and last of this brand and type of veggie product I will try They rely too much on salt to compensate for the perceived lack of flavor from real meat A much better IMHO veggie chili can be made with some diced onions tomatoes green bell peppers a hot chile of your choice garlic oregano chili powder a little masa tomato paste and one or more types of beans like pintos kidneys mayo coba etc Just a pinch of salt and your done or add your own meat or substitute if you have toI hope there are some vegetarians at the food bankEdit Ill add that many canned foods tend to be a little salty to me so we dont eat too many of them I will say that compared to other canned chilis I have tried vegetarian or not this compared favorably But I cant take salt out of a prepared food whereas others can always add salt This was the deal breaker for me as it is with other prepared canned chilis
1,This sampler variety has several teas geared towards sick people ranging from a cold to a sore throat to a stuffy noseI firmly beleive the teas also Good Earth tea for colds help alleviate some of the symptoms So I give both 5 stars for the benefitsI just wish that they tasted better
1,This tea is really comforting Its a lot of cinnamon and some apple in the background I think it can get extremely spicy if you arent careful when steeping it though I microwave a huge 810 oz mug filled with water then steep for 5 minutes It definitely doesnt need any added sugar Its sweet by itself almost too sweet if you let it steep for too long I
-1,I wish I had time to grow chives and the green thumb but since I do not I purchased McCormicks freeze dried chives I used them in 3 dinners this week and they dont have much aroma or flavor All they seem to do is add a little color I would stick with the fresh chives from the grocery since these dont seem to translate as well as McCormicks rosemary parsley or basil which I have tried and love
1,Good nuts and a good price
-1,I like Kashi products in general but this bar is too sweet nor was there any crunchy bits of anything It is a chewy bar but does not give your jaws the same workout their turtle bar does which was a relief I think Ill stick the their cereals and granola bars As for protein bars I much prefer Balance bars
1,I used to be able to buy this in the grocery store but I havent seen it in ages so I was tickled to find it at Amazon  The case of 24 packets that I received had a Use By date some two years away so I have plenty of time to enjoy my custardThere are two ways I like to make it 1 Add an egg yolk to the milkmix and bring to boil  Pour into a baked pastry dish  After it cools top with Rediwhip cream and shredded coconut then slice for a custard cream pie 2 Slice bananas into a serving bowl and cover with the boiled custard mix  Sprinkle with nutmeg and place in fridge to coolOverall rating Yummy
1,I am mostly glutenfree because I feel better when I avoid gluten One of my favorite foods is mac and cheese When I discovered Annies Creamy Deluxe Rice Pasta Dinner I tried it and loved it Its good just the way it is but sometimes I add ham and make a really rich creamy dinner by adding in cream cheese butter grated sharp cheddar and halfandhalf Yum
1,Treating gallstones and no longer drink soda or coffee or regular tea I buy this by the case drink it room temp all during the day Probably drink more of this than water My integrative dietitian likes this product as well No surgery for this customerlol
1,For years Spice Islands Lemon Pepper was my goto favorite until I tried this one I really like the fact that I can taste the lemon pieces more which I particularly like on veggies I use this spice often
